model,modality,value,function_name,patch_attention,patch_ffn,attn_fn,ffn_fn,attn_exp_dim,attn_max_exp,attn_min_exp,attn_window_size,attn_lut_build,ffn_exp_dim,ffn_max_pos_exp,ffn_window_size,attn_segments,attn_segment_0,ffn_segments,ffn_segment_0,attn_degree_center,attn_degrees,ffn_min_pos_exp,ffn_lut_build
microsoft/swinv2-small-patch4-window8-256,vision,0.8173828125,torch,True,False,CustomSoftmax,CustomGelu,,,,,,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,8.0,-4.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,8.0,-3.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,8.0,-2.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,8.0,-1.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,1.49609375,vlp,True,False,VLPSoftmax,CustomGelu,8.0,0.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80615234375,vlp,True,False,VLPSoftmax,CustomGelu,8.0,1.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81103515625,vlp,True,False,VLPSoftmax,CustomGelu,8.0,2.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81298828125,vlp,True,False,VLPSoftmax,CustomGelu,8.0,3.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8134765625,vlp,True,False,VLPSoftmax,CustomGelu,8.0,4.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,9.0,-4.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,9.0,-3.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,9.0,-2.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,9.0,-1.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,1.49609375,vlp,True,False,VLPSoftmax,CustomGelu,9.0,0.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80615234375,vlp,True,False,VLPSoftmax,CustomGelu,9.0,1.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81103515625,vlp,True,False,VLPSoftmax,CustomGelu,9.0,2.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81298828125,vlp,True,False,VLPSoftmax,CustomGelu,9.0,3.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8125,vlp,True,False,VLPSoftmax,CustomGelu,9.0,4.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,10.0,-4.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,10.0,-3.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,10.0,-2.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,10.0,-1.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,1.49609375,vlp,True,False,VLPSoftmax,CustomGelu,10.0,0.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80615234375,vlp,True,False,VLPSoftmax,CustomGelu,10.0,1.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81103515625,vlp,True,False,VLPSoftmax,CustomGelu,10.0,2.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81298828125,vlp,True,False,VLPSoftmax,CustomGelu,10.0,3.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8125,vlp,True,False,VLPSoftmax,CustomGelu,10.0,4.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,11.0,-4.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,11.0,-3.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,11.0,-2.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,11.0,-1.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,1.49609375,vlp,True,False,VLPSoftmax,CustomGelu,11.0,0.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80615234375,vlp,True,False,VLPSoftmax,CustomGelu,11.0,1.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81103515625,vlp,True,False,VLPSoftmax,CustomGelu,11.0,2.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81298828125,vlp,True,False,VLPSoftmax,CustomGelu,11.0,3.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8125,vlp,True,False,VLPSoftmax,CustomGelu,11.0,4.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,12.0,-4.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,12.0,-3.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,12.0,-2.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,,vlp,True,False,VLPSoftmax,CustomGelu,12.0,-1.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,1.49609375,vlp,True,False,VLPSoftmax,CustomGelu,12.0,0.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80615234375,vlp,True,False,VLPSoftmax,CustomGelu,12.0,1.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81103515625,vlp,True,False,VLPSoftmax,CustomGelu,12.0,2.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81298828125,vlp,True,False,VLPSoftmax,CustomGelu,12.0,3.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8125,vlp,True,False,VLPSoftmax,CustomGelu,12.0,4.0,-4.0,256.0,max,,,,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,7.97265625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,8.0,-4.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,7.1796875,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,8.0,-3.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,4.7265625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,8.0,-2.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,1.19140625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,8.0,-1.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.7802734375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,8.0,0.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8193359375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,8.0,1.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81884765625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,8.0,2.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.82177734375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,8.0,3.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81884765625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,8.0,4.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,7.97265625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,9.0,-4.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,7.18359375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,9.0,-3.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,4.7265625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,9.0,-2.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,1.1904296875,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,9.0,-1.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.779296875,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,9.0,0.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81884765625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,9.0,1.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.82080078125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,9.0,2.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8193359375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,9.0,3.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.822265625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,9.0,4.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,7.97265625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,-4.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,7.1796875,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,-3.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,4.73046875,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,-2.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,1.18359375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,-1.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.77783203125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,0.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8193359375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,1.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.818359375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,2.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.82177734375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,3.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.818359375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,10.0,4.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,7.97265625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,-4.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,7.1796875,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,-3.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,4.73046875,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,-2.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,1.1884765625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,-1.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.77978515625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,0.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.818359375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,1.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8193359375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,2.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8212890625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,3.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8203125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,4.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,7.97265625,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,-4.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,7.1796875,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,-3.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,4.734375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,-2.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,1.1875,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,-1.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.77734375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,0.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.818359375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,1.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.818359375,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,2.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.82080078125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,3.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8203125,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,4.0,256.0,,,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81201171875,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-16.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8203125,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-17.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.796875,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-18.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80810546875,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-19.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80322265625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-20.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.79931640625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-21.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8271484375,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-22.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.78564453125,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-23.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.77734375,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-24.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80224609375,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-16.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.82373046875,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-17.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8056640625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-18.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.7861328125,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-19.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81005859375,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-20.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80322265625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-21.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.79052734375,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-22.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.814453125,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-23.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.833984375,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-24.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.818359375,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-16.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.79931640625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-17.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81103515625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-18.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80615234375,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-19.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.779296875,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-20.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.82568359375,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-21.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8037109375,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-22.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.7978515625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-23.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.78369140625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-24.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.806640625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-16.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8134765625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-17.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8095703125,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-18.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.830078125,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-19.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8017578125,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-20.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.7822265625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-21.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.810546875,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-22.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80419921875,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-23.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.84765625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-24.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.810546875,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-16.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81787109375,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-17.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8134765625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-18.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.78857421875,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-19.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8310546875,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-20.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80712890625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-21.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.7861328125,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-22.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8212890625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-23.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80322265625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-24.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80078125,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-16.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81982421875,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-17.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.82275390625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-18.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81298828125,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-19.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80810546875,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-20.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8134765625,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-21.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8037109375,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-22.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.78564453125,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-23.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.814453125,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-24.0,,,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.810546875,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,3.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81103515625,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,4.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.806640625,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,5.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81396484375,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,6.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81640625,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,7.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.826171875,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,8.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.85791015625,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,9.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.87939453125,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,10.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.9091796875,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,11.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81201171875,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,3.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81494140625,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,4.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.814453125,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,5.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81396484375,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,6.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81982421875,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,7.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.82568359375,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,8.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.88037109375,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,9.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.93359375,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,10.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.90234375,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,11.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80859375,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,3.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.810546875,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,4.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80517578125,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,5.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.80859375,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,6.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.81494140625,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,7.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8193359375,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,8.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.82568359375,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,9.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8388671875,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,10.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8798828125,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,11.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8115234375,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,23.0,3.0,,,,
microsoft/swinv2-small-patch4-window8-256,vision,0.8125,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,23.0,4.0,,,,
